round,lap_number,compound,tyre_life,position_at_lap,driver_id,lap_time_seconds
1,1.0,INTERMEDIATE,1.0,2.0,max_verstappen,119.392
1,2.0,INTERMEDIATE,2.0,2.0,max_verstappen,
1,3.0,INTERMEDIATE,3.0,2.0,max_verstappen,
1,4.0,INTERMEDIATE,4.0,2.0,max_verstappen,
1,5.0,INTERMEDIATE,5.0,2.0,max_verstappen,143.609
1,6.0,INTERMEDIATE,6.0,2.0,max_verstappen,139.654
1,7.0,INTERMEDIATE,7.0,2.0,max_verstappen,136.447
1,8.0,INTERMEDIATE,8.0,2.0,max_verstappen,96.83
1,9.0,INTERMEDIATE,9.0,2.0,max_verstappen,94.315
1,10.0,INTERMEDIATE,10.0,2.0,max_verstappen,92.65
1,11.0,INTERMEDIATE,11.0,2.0,max_verstappen,92.453
1,12.0,INTERMEDIATE,12.0,2.0,max_verstappen,91.591
1,13.0,INTERMEDIATE,13.0,2.0,max_verstappen,91.271
1,14.0,INTERMEDIATE,14.0,2.0,max_verstappen,90.639
1,15.0,INTERMEDIATE,15.0,2.0,max_verstappen,90.328
1,16.0,INTERMEDIATE,16.0,2.0,max_verstappen,90.592
1,17.0,INTERMEDIATE,17.0,3.0,max_verstappen,93.392
1,18.0,INTERMEDIATE,18.0,3.0,max_verstappen,92.169
1,19.0,INTERMEDIATE,19.0,3.0,max_verstappen,91.939
1,20.0,INTERMEDIATE,20.0,3.0,max_verstappen,91.598
1,21.0,INTERMEDIATE,21.0,3.0,max_verstappen,91.177
1,22.0,INTERMEDIATE,22.0,3.0,max_verstappen,91.04
1,23.0,INTERMEDIATE,23.0,3.0,max_verstappen,90.686
1,24.0,INTERMEDIATE,24.0,3.0,max_verstappen,90.978
1,25.0,INTERMEDIATE,25.0,3.0,max_verstappen,90.845
1,26.0,INTERMEDIATE,26.0,3.0,max_verstappen,90.293
1,27.0,INTERMEDIATE,27.0,3.0,max_verstappen,89.731
1,28.0,INTERMEDIATE,28.0,3.0,max_verstappen,89.411
1,29.0,INTERMEDIATE,29.0,3.0,max_verstappen,89.043
1,30.0,INTERMEDIATE,30.0,3.0,max_verstappen,88.237
1,31.0,INTERMEDIATE,31.0,3.0,max_verstappen,88.127
1,32.0,INTERMEDIATE,32.0,3.0,max_verstappen,88.208
1,33.0,INTERMEDIATE,33.0,3.0,max_verstappen,88.046
1,34.0,INTERMEDIATE,34.0,3.0,max_verstappen,128.598
1,35.0,MEDIUM,1.0,3.0,max_verstappen,124.508
1,36.0,MEDIUM,2.0,3.0,max_verstappen,116.334
1,37.0,MEDIUM,3.0,3.0,max_verstappen,
1,38.0,MEDIUM,4.0,3.0,max_verstappen,137.91
1,39.0,MEDIUM,5.0,3.0,max_verstappen,132.714
1,40.0,MEDIUM,6.0,3.0,max_verstappen,131.498
1,41.0,MEDIUM,7.0,3.0,max_verstappen,132.004
1,42.0,MEDIUM,8.0,3.0,max_verstappen,85.317
1,43.0,MEDIUM,9.0,3.0,max_verstappen,83.081
1,44.0,MEDIUM,10.0,1.0,max_verstappen,86.789
1,45.0,MEDIUM,11.0,1.0,max_verstappen,92.874
1,46.0,MEDIUM,12.0,5.0,max_verstappen,112.606
1,47.0,INTERMEDIATE,1.0,2.0,max_verstappen,127.213
1,48.0,INTERMEDIATE,2.0,2.0,max_verstappen,122.406
1,49.0,INTERMEDIATE,3.0,2.0,max_verstappen,144.892
1,50.0,INTERMEDIATE,4.0,2.0,max_verstappen,142.085
1,51.0,INTERMEDIATE,5.0,2.0,max_verstappen,133.879
1,52.0,INTERMEDIATE,6.0,2.0,max_verstappen,93.864
1,53.0,INTERMEDIATE,7.0,2.0,max_verstappen,90.859
1,54.0,INTERMEDIATE,8.0,2.0,max_verstappen,89.1
1,55.0,INTERMEDIATE,9.0,2.0,max_verstappen,88.538
1,56.0,INTERMEDIATE,10.0,2.0,max_verstappen,87.921
1,57.0,INTERMEDIATE,11.0,2.0,max_verstappen,87.4
1,1.0,INTERMEDIATE,1.0,9.0,gasly,134.132
1,2.0,INTERMEDIATE,2.0,9.0,gasly,
1,3.0,INTERMEDIATE,3.0,9.0,gasly,
1,4.0,INTERMEDIATE,4.0,9.0,gasly,
1,5.0,INTERMEDIATE,5.0,9.0,gasly,141.36
1,6.0,INTERMEDIATE,6.0,9.0,gasly,139.952
1,7.0,INTERMEDIATE,7.0,9.0,gasly,126.733
1,8.0,INTERMEDIATE,8.0,9.0,gasly,98.441
1,9.0,INTERMEDIATE,9.0,9.0,gasly,96.062
1,10.0,INTERMEDIATE,10.0,9.0,gasly,95.527
1,11.0,INTERMEDIATE,11.0,9.0,gasly,94.702
1,12.0,INTERMEDIATE,12.0,9.0,gasly,94.227
1,13.0,INTERMEDIATE,13.0,9.0,gasly,93.275
1,14.0,INTERMEDIATE,14.0,9.0,gasly,92.859
1,15.0,INTERMEDIATE,15.0,9.0,gasly,92.744
1,16.0,INTERMEDIATE,16.0,9.0,gasly,92.445
1,17.0,INTERMEDIATE,17.0,9.0,gasly,92.795
1,18.0,INTERMEDIATE,18.0,9.0,gasly,93.124
1,19.0,INTERMEDIATE,19.0,9.0,gasly,92.462
1,20.0,INTERMEDIATE,20.0,9.0,gasly,92.327
1,21.0,INTERMEDIATE,21.0,9.0,gasly,92.323
1,22.0,INTERMEDIATE,22.0,9.0,gasly,92.355
1,23.0,INTERMEDIATE,23.0,9.0,gasly,92.438
1,24.0,INTERMEDIATE,24.0,9.0,gasly,92.035
1,25.0,INTERMEDIATE,25.0,9.0,gasly,91.622
1,26.0,INTERMEDIATE,26.0,9.0,gasly,90.928
1,27.0,INTERMEDIATE,27.0,9.0,gasly,90.635
1,28.0,INTERMEDIATE,28.0,9.0,gasly,90.382
1,29.0,INTERMEDIATE,29.0,9.0,gasly,90.051
1,30.0,INTERMEDIATE,30.0,9.0,gasly,90.124
1,31.0,INTERMEDIATE,31.0,9.0,gasly,89.299
1,32.0,INTERMEDIATE,32.0,9.0,gasly,89.383
1,33.0,INTERMEDIATE,33.0,9.0,gasly,111.3
1,34.0,HARD,1.0,9.0,gasly,145.049
1,35.0,HARD,2.0,9.0,gasly,105.531
1,36.0,HARD,3.0,9.0,gasly,101.62
1,37.0,HARD,4.0,9.0,gasly,127.218
1,38.0,HARD,5.0,9.0,gasly,139.376
1,39.0,HARD,6.0,9.0,gasly,131.226
1,40.0,HARD,7.0,9.0,gasly,130.476
1,41.0,HARD,8.0,9.0,gasly,126.368
1,42.0,HARD,9.0,9.0,gasly,87.942
1,43.0,HARD,10.0,9.0,gasly,85.02
1,44.0,HARD,11.0,4.0,gasly,88.332
1,45.0,HARD,12.0,4.0,gasly,92.969
1,46.0,HARD,13.0,11.0,gasly,116.069
1,47.0,INTERMEDIATE,1.0,8.0,gasly,126.74
1,48.0,INTERMEDIATE,2.0,8.0,gasly,121.785
1,49.0,INTERMEDIATE,3.0,8.0,gasly,144.669
1,50.0,INTERMEDIATE,4.0,8.0,gasly,137.754
1,51.0,INTERMEDIATE,5.0,8.0,gasly,131.745
1,52.0,INTERMEDIATE,6.0,8.0,gasly,96.326
1,53.0,INTERMEDIATE,7.0,8.0,gasly,92.297
1,54.0,INTERMEDIATE,8.0,10.0,gasly,94.967
1,55.0,INTERMEDIATE,9.0,11.0,gasly,92.316
1,56.0,INTERMEDIATE,10.0,11.0,gasly,90.866
1,57.0,INTERMEDIATE,11.0,11.0,gasly,91.312
1,1.0,INTERMEDIATE,1.0,13.0,antonelli,142.352
1,2.0,INTERMEDIATE,2.0,13.0,antonelli,
1,3.0,INTERMEDIATE,3.0,13.0,antonelli,
1,4.0,INTERMEDIATE,4.0,13.0,antonelli,
1,5.0,INTERMEDIATE,5.0,13.0,antonelli,139.163
1,6.0,INTERMEDIATE,6.0,13.0,antonelli,141.111
1,7.0,INTERMEDIATE,7.0,13.0,antonelli,123.412
1,8.0,INTERMEDIATE,8.0,13.0,antonelli,98.729
1,9.0,INTERMEDIATE,9.0,13.0,antonelli,96.312
1,10.0,INTERMEDIATE,10.0,13.0,antonelli,95.27
1,11.0,INTERMEDIATE,11.0,13.0,antonelli,94.678
1,12.0,INTERMEDIATE,12.0,13.0,antonelli,95.385
1,13.0,INTERMEDIATE,13.0,13.0,antonelli,93.697
1,14.0,INTERMEDIATE,14.0,12.0,antonelli,93.802
1,15.0,INTERMEDIATE,15.0,12.0,antonelli,92.212
1,16.0,INTERMEDIATE,16.0,13.0,antonelli,97.326
1,17.0,INTERMEDIATE,17.0,12.0,antonelli,92.312
1,18.0,INTERMEDIATE,18.0,12.0,antonelli,92.181
1,19.0,INTERMEDIATE,19.0,12.0,antonelli,91.942
1,20.0,INTERMEDIATE,20.0,12.0,antonelli,91.319
1,21.0,INTERMEDIATE,21.0,12.0,antonelli,91.042
1,22.0,INTERMEDIATE,22.0,11.0,antonelli,91.887
1,23.0,INTERMEDIATE,23.0,11.0,antonelli,91.324
1,24.0,INTERMEDIATE,24.0,11.0,antonelli,90.822
1,25.0,INTERMEDIATE,25.0,11.0,antonelli,90.706
1,26.0,INTERMEDIATE,26.0,11.0,antonelli,91.299
1,27.0,INTERMEDIATE,27.0,11.0,antonelli,90.463
1,28.0,INTERMEDIATE,28.0,11.0,antonelli,90.716
1,29.0,INTERMEDIATE,29.0,11.0,antonelli,89.919
1,30.0,INTERMEDIATE,30.0,11.0,antonelli,89.794
1,31.0,INTERMEDIATE,31.0,11.0,antonelli,89.245
1,32.0,INTERMEDIATE,32.0,11.0,antonelli,89.032
1,33.0,INTERMEDIATE,33.0,10.0,antonelli,112.635
1,34.0,HARD,1.0,10.0,antonelli,142.596
1,35.0,HARD,2.0,10.0,antonelli,104.67
1,36.0,HARD,3.0,10.0,antonelli,101.655
1,37.0,HARD,4.0,10.0,antonelli,127.298
1,38.0,HARD,5.0,10.0,antonelli,139.681
1,39.0,HARD,6.0,10.0,antonelli,131.642
1,40.0,HARD,7.0,10.0,antonelli,129.615
1,41.0,HARD,8.0,10.0,antonelli,126.22
1,42.0,HARD,9.0,10.0,antonelli,87.505
1,43.0,HARD,10.0,10.0,antonelli,84.901
1,44.0,HARD,11.0,11.0,antonelli,108.276
1,45.0,INTERMEDIATE,1.0,11.0,antonelli,95.593
1,46.0,INTERMEDIATE,2.0,8.0,antonelli,90.78
1,47.0,INTERMEDIATE,3.0,5.0,antonelli,125.75
1,48.0,INTERMEDIATE,4.0,5.0,antonelli,118.429
1,49.0,INTERMEDIATE,5.0,5.0,antonelli,144.964
1,50.0,INTERMEDIATE,6.0,5.0,antonelli,140.284
1,51.0,INTERMEDIATE,7.0,5.0,antonelli,132.971
1,52.0,INTERMEDIATE,8.0,5.0,antonelli,95.008
1,53.0,INTERMEDIATE,9.0,5.0,antonelli,91.398
1,54.0,INTERMEDIATE,10.0,5.0,antonelli,90.562
1,55.0,INTERMEDIATE,11.0,5.0,antonelli,90.602
1,56.0,INTERMEDIATE,12.0,4.0,antonelli,88.149
1,57.0,INTERMEDIATE,13.0,4.0,antonelli,88.65
1,1.0,INTERMEDIATE,1.0,10.0,alonso,137.178
1,2.0,INTERMEDIATE,2.0,10.0,alonso,
1,3.0,INTERMEDIATE,3.0,10.0,alonso,
1,4.0,INTERMEDIATE,4.0,10.0,alonso,
1,5.0,INTERMEDIATE,5.0,10.0,alonso,142.181
1,6.0,INTERMEDIATE,6.0,10.0,alonso,139.493
1,7.0,INTERMEDIATE,7.0,10.0,alonso,125.594
1,8.0,INTERMEDIATE,8.0,10.0,alonso,98.354
1,9.0,INTERMEDIATE,9.0,10.0,alonso,96.267
1,10.0,INTERMEDIATE,10.0,10.0,alonso,95.569
1,11.0,INTERMEDIATE,11.0,10.0,alonso,95.3
1,12.0,INTERMEDIATE,12.0,10.0,alonso,94.076
1,13.0,INTERMEDIATE,13.0,10.0,alonso,93.515
1,14.0,INTERMEDIATE,14.0,10.0,alonso,92.664
1,15.0,INTERMEDIATE,15.0,10.0,alonso,92.324
1,16.0,INTERMEDIATE,16.0,10.0,alonso,92.521
1,17.0,INTERMEDIATE,17.0,10.0,alonso,92.966
1,18.0,INTERMEDIATE,18.0,10.0,alonso,92.698
1,19.0,INTERMEDIATE,19.0,10.0,alonso,92.28
1,20.0,INTERMEDIATE,20.0,10.0,alonso,92.61
1,21.0,INTERMEDIATE,21.0,10.0,alonso,92.545
1,22.0,INTERMEDIATE,22.0,10.0,alonso,93.282
1,23.0,INTERMEDIATE,23.0,10.0,alonso,92.51
1,24.0,INTERMEDIATE,24.0,10.0,alonso,91.665
1,25.0,INTERMEDIATE,25.0,10.0,alonso,91.761
1,26.0,INTERMEDIATE,26.0,10.0,alonso,91.343
1,27.0,INTERMEDIATE,27.0,10.0,alonso,90.895
1,28.0,INTERMEDIATE,28.0,10.0,alonso,90.652
1,29.0,INTERMEDIATE,29.0,10.0,alonso,89.718
1,30.0,INTERMEDIATE,30.0,10.0,alonso,89.374
1,31.0,INTERMEDIATE,31.0,10.0,alonso,88.85
1,32.0,INTERMEDIATE,32.0,10.0,alonso,88.819
1,33.0,INTERMEDIATE,33.0,,alonso,
1,1.0,INTERMEDIATE,1.0,5.0,leclerc,128.48
1,2.0,INTERMEDIATE,2.0,5.0,leclerc,
1,3.0,INTERMEDIATE,3.0,5.0,leclerc,
1,4.0,INTERMEDIATE,4.0,5.0,leclerc,
1,5.0,INTERMEDIATE,5.0,5.0,leclerc,142.597
1,6.0,INTERMEDIATE,6.0,5.0,leclerc,138.85
1,7.0,INTERMEDIATE,7.0,5.0,leclerc,133.209
1,8.0,INTERMEDIATE,8.0,5.0,leclerc,98.19
1,9.0,INTERMEDIATE,9.0,5.0,leclerc,94.933
1,10.0,INTERMEDIATE,10.0,5.0,leclerc,93.539
1,11.0,INTERMEDIATE,11.0,5.0,leclerc,94.251
1,12.0,INTERMEDIATE,12.0,5.0,leclerc,93.536
1,13.0,INTERMEDIATE,13.0,5.0,leclerc,92.198
1,14.0,INTERMEDIATE,14.0,5.0,leclerc,92.448
1,15.0,INTERMEDIATE,15.0,5.0,leclerc,91.846
1,16.0,INTERMEDIATE,16.0,5.0,leclerc,91.832
1,17.0,INTERMEDIATE,17.0,5.0,leclerc,92.502
1,18.0,INTERMEDIATE,18.0,5.0,leclerc,92.614
1,19.0,INTERMEDIATE,19.0,5.0,leclerc,91.861
1,20.0,INTERMEDIATE,20.0,5.0,leclerc,91.756
1,21.0,INTERMEDIATE,21.0,5.0,leclerc,91.159
1,22.0,INTERMEDIATE,22.0,5.0,leclerc,90.695
1,23.0,INTERMEDIATE,23.0,5.0,leclerc,91.551
1,24.0,INTERMEDIATE,24.0,5.0,leclerc,90.732
1,25.0,INTERMEDIATE,25.0,5.0,leclerc,90.251
1,26.0,INTERMEDIATE,26.0,5.0,leclerc,90.34
1,27.0,INTERMEDIATE,27.0,5.0,leclerc,90.563
1,28.0,INTERMEDIATE,28.0,5.0,leclerc,89.723
1,29.0,INTERMEDIATE,29.0,5.0,leclerc,89.492
1,30.0,INTERMEDIATE,30.0,5.0,leclerc,89.367
1,31.0,INTERMEDIATE,31.0,5.0,leclerc,89.546
1,32.0,INTERMEDIATE,32.0,5.0,leclerc,89.337
1,33.0,INTERMEDIATE,33.0,5.0,leclerc,93.966
1,34.0,INTERMEDIATE,34.0,5.0,leclerc,133.905
1,35.0,HARD,2.0,5.0,leclerc,126.872
1,36.0,HARD,3.0,5.0,leclerc,102.406
1,37.0,HARD,4.0,5.0,leclerc,148.223
1,38.0,HARD,5.0,5.0,leclerc,139.475
1,39.0,HARD,6.0,5.0,leclerc,131.723
1,40.0,HARD,7.0,5.0,leclerc,131.985
1,41.0,HARD,8.0,5.0,leclerc,128.829
1,42.0,HARD,9.0,5.0,leclerc,86.831
1,43.0,HARD,10.0,6.0,leclerc,85.271
1,44.0,HARD,11.0,5.0,leclerc,96.363
1,45.0,HARD,12.0,5.0,leclerc,91.269
1,46.0,HARD,13.0,2.0,leclerc,96.429
1,47.0,HARD,14.0,10.0,leclerc,
1,48.0,INTERMEDIATE,1.0,10.0,leclerc,116.044
1,49.0,INTERMEDIATE,2.0,10.0,leclerc,142.777
1,50.0,INTERMEDIATE,3.0,10.0,leclerc,139.782
1,51.0,INTERMEDIATE,4.0,10.0,leclerc,127.996
1,52.0,INTERMEDIATE,5.0,9.0,leclerc,96.38
1,53.0,INTERMEDIATE,6.0,9.0,leclerc,92.731
1,54.0,INTERMEDIATE,7.0,8.0,leclerc,91.082
1,55.0,INTERMEDIATE,8.0,8.0,leclerc,89.975
1,56.0,INTERMEDIATE,9.0,8.0,leclerc,89.801
1,57.0,INTERMEDIATE,10.0,8.0,leclerc,90.964
1,1.0,INTERMEDIATE,1.0,11.0,stroll,139.485
1,2.0,INTERMEDIATE,2.0,11.0,stroll,
1,3.0,INTERMEDIATE,1.0,11.0,stroll,
1,4.0,INTERMEDIATE,1.0,11.0,stroll,
1,5.0,INTERMEDIATE,1.0,11.0,stroll,140.409
1,6.0,INTERMEDIATE,2.0,11.0,stroll,140.973
1,7.0,INTERMEDIATE,3.0,11.0,stroll,124.687
1,8.0,INTERMEDIATE,4.0,11.0,stroll,98.664
1,9.0,INTERMEDIATE,5.0,11.0,stroll,96.253
1,10.0,INTERMEDIATE,6.0,11.0,stroll,95.14
1,11.0,INTERMEDIATE,7.0,11.0,stroll,94.972
1,12.0,INTERMEDIATE,8.0,11.0,stroll,94.426
1,13.0,INTERMEDIATE,9.0,11.0,stroll,93.899
1,14.0,INTERMEDIATE,10.0,11.0,stroll,93.097
1,15.0,INTERMEDIATE,11.0,11.0,stroll,92.382
1,16.0,INTERMEDIATE,12.0,11.0,stroll,92.554
1,17.0,INTERMEDIATE,13.0,11.0,stroll,93.388
1,18.0,INTERMEDIATE,14.0,11.0,stroll,93.631
1,19.0,INTERMEDIATE,15.0,11.0,stroll,92.684
1,20.0,INTERMEDIATE,16.0,11.0,stroll,92.58
1,21.0,INTERMEDIATE,17.0,11.0,stroll,92.429
1,22.0,INTERMEDIATE,18.0,12.0,stroll,94.269
1,23.0,INTERMEDIATE,19.0,12.0,stroll,92.643
1,24.0,INTERMEDIATE,20.0,12.0,stroll,92.102
1,25.0,INTERMEDIATE,21.0,12.0,stroll,92.092
1,26.0,INTERMEDIATE,22.0,12.0,stroll,91.547
1,27.0,INTERMEDIATE,23.0,12.0,stroll,91.408
1,28.0,INTERMEDIATE,24.0,12.0,stroll,90.725
1,29.0,INTERMEDIATE,25.0,12.0,stroll,90.935
1,30.0,INTERMEDIATE,26.0,12.0,stroll,90.853
1,31.0,INTERMEDIATE,27.0,12.0,stroll,91.077
1,32.0,INTERMEDIATE,28.0,12.0,stroll,90.657
1,33.0,INTERMEDIATE,29.0,11.0,stroll,122.766
1,34.0,HARD,2.0,11.0,stroll,124.993
1,35.0,HARD,3.0,11.0,stroll,105.462
1,36.0,HARD,4.0,11.0,stroll,99.85
1,37.0,HARD,5.0,11.0,stroll,126.301
1,38.0,HARD,6.0,11.0,stroll,140.07
1,39.0,HARD,7.0,11.0,stroll,131.9
1,40.0,HARD,8.0,11.0,stroll,129.9
1,41.0,HARD,9.0,11.0,stroll,124.101
1,42.0,HARD,10.0,11.0,stroll,87.301
1,43.0,HARD,11.0,11.0,stroll,85.538
1,44.0,HARD,12.0,10.0,stroll,104.738
1,45.0,INTERMEDIATE,1.0,10.0,stroll,97.256
1,46.0,INTERMEDIATE,2.0,10.0,stroll,92.361
1,47.0,INTERMEDIATE,3.0,6.0,stroll,125.678
1,48.0,INTERMEDIATE,4.0,6.0,stroll,119.297
1,49.0,INTERMEDIATE,5.0,6.0,stroll,145.123
1,50.0,INTERMEDIATE,6.0,6.0,stroll,139.57
1,51.0,INTERMEDIATE,7.0,6.0,stroll,133.847
1,52.0,INTERMEDIATE,8.0,6.0,stroll,95.395
1,53.0,INTERMEDIATE,9.0,6.0,stroll,91.558
1,54.0,INTERMEDIATE,10.0,6.0,stroll,90.794
1,55.0,INTERMEDIATE,11.0,6.0,stroll,90.387
1,56.0,INTERMEDIATE,12.0,6.0,stroll,90.323
1,57.0,INTERMEDIATE,13.0,6.0,stroll,90.957
1,1.0,INTERMEDIATE,1.0,6.0,tsunoda,130.655
1,2.0,INTERMEDIATE,2.0,6.0,tsunoda,
1,3.0,INTERMEDIATE,3.0,6.0,tsunoda,
1,4.0,INTERMEDIATE,4.0,6.0,tsunoda,
1,5.0,INTERMEDIATE,5.0,6.0,tsunoda,141.441
1,6.0,INTERMEDIATE,6.0,6.0,tsunoda,139.381
1,7.0,INTERMEDIATE,7.0,6.0,tsunoda,131.451
1,8.0,INTERMEDIATE,8.0,6.0,tsunoda,98.464
1,9.0,INTERMEDIATE,9.0,6.0,tsunoda,95.409
1,10.0,INTERMEDIATE,10.0,6.0,tsunoda,94.433
1,11.0,INTERMEDIATE,11.0,6.0,tsunoda,94.136
1,12.0,INTERMEDIATE,12.0,6.0,tsunoda,93.273
1,13.0,INTERMEDIATE,13.0,6.0,tsunoda,92.762
1,14.0,INTERMEDIATE,14.0,6.0,tsunoda,92.434
1,15.0,INTERMEDIATE,15.0,6.0,tsunoda,92.545
1,16.0,INTERMEDIATE,16.0,6.0,tsunoda,92.133
1,17.0,INTERMEDIATE,17.0,6.0,tsunoda,92.645
1,18.0,INTERMEDIATE,18.0,6.0,tsunoda,93.444
1,19.0,INTERMEDIATE,19.0,6.0,tsunoda,93.496
1,20.0,INTERMEDIATE,20.0,6.0,tsunoda,92.549
1,21.0,INTERMEDIATE,21.0,6.0,tsunoda,92.012
1,22.0,INTERMEDIATE,22.0,6.0,tsunoda,91.567
1,23.0,INTERMEDIATE,23.0,6.0,tsunoda,91.793
1,24.0,INTERMEDIATE,24.0,6.0,tsunoda,91.38
1,25.0,INTERMEDIATE,25.0,6.0,tsunoda,91.38
1,26.0,INTERMEDIATE,26.0,6.0,tsunoda,91.205
1,27.0,INTERMEDIATE,27.0,6.0,tsunoda,91.066
1,28.0,INTERMEDIATE,28.0,6.0,tsunoda,90.709
1,29.0,INTERMEDIATE,29.0,6.0,tsunoda,90.031
1,30.0,INTERMEDIATE,30.0,6.0,tsunoda,90.184
1,31.0,INTERMEDIATE,31.0,6.0,tsunoda,90.082
1,32.0,INTERMEDIATE,32.0,6.0,tsunoda,90.492
1,33.0,INTERMEDIATE,33.0,6.0,tsunoda,110.651
1,34.0,MEDIUM,1.0,6.0,tsunoda,146.811
1,35.0,MEDIUM,2.0,6.0,tsunoda,102.362
1,36.0,MEDIUM,3.0,6.0,tsunoda,99.366
1,37.0,MEDIUM,4.0,6.0,tsunoda,131.741
1,38.0,MEDIUM,5.0,6.0,tsunoda,139.231
1,39.0,MEDIUM,6.0,6.0,tsunoda,131.98
1,40.0,MEDIUM,7.0,6.0,tsunoda,131.829
1,41.0,MEDIUM,8.0,6.0,tsunoda,127.526
1,42.0,MEDIUM,9.0,6.0,tsunoda,87.146
1,43.0,MEDIUM,10.0,5.0,tsunoda,84.194
1,44.0,MEDIUM,11.0,2.0,tsunoda,88.252
1,45.0,MEDIUM,12.0,3.0,tsunoda,95.983
1,46.0,MEDIUM,13.0,4.0,tsunoda,100.978
1,47.0,MEDIUM,14.0,11.0,tsunoda,
1,48.0,INTERMEDIATE,1.0,11.0,tsunoda,116.286
1,49.0,INTERMEDIATE,2.0,11.0,tsunoda,142.564
1,50.0,INTERMEDIATE,3.0,11.0,tsunoda,140.101
1,51.0,INTERMEDIATE,4.0,11.0,tsunoda,127.055
1,52.0,INTERMEDIATE,5.0,11.0,tsunoda,97.809
1,53.0,INTERMEDIATE,6.0,12.0,tsunoda,94.836
1,54.0,INTERMEDIATE,7.0,12.0,tsunoda,92.363
1,55.0,INTERMEDIATE,8.0,12.0,tsunoda,91.891
1,56.0,INTERMEDIATE,9.0,12.0,tsunoda,91.524
1,57.0,INTERMEDIATE,10.0,12.0,tsunoda,91.511
1,1.0,INTERMEDIATE,1.0,7.0,albon,132.195
1,2.0,INTERMEDIATE,2.0,7.0,albon,
1,3.0,INTERMEDIATE,1.0,7.0,albon,
1,4.0,INTERMEDIATE,2.0,7.0,albon,
1,5.0,INTERMEDIATE,3.0,7.0,albon,142.084
1,6.0,INTERMEDIATE,4.0,7.0,albon,139.612
1,7.0,INTERMEDIATE,5.0,7.0,albon,129.065
1,8.0,INTERMEDIATE,6.0,7.0,albon,98.281
1,9.0,INTERMEDIATE,7.0,7.0,albon,96.3
1,10.0,INTERMEDIATE,8.0,7.0,albon,94.494
1,11.0,INTERMEDIATE,9.0,7.0,albon,94.206
1,12.0,INTERMEDIATE,10.0,7.0,albon,93.713
1,13.0,INTERMEDIATE,11.0,7.0,albon,93.153
1,14.0,INTERMEDIATE,12.0,7.0,albon,92.717
1,15.0,INTERMEDIATE,13.0,7.0,albon,92.733
1,16.0,INTERMEDIATE,14.0,7.0,albon,92.464
1,17.0,INTERMEDIATE,15.0,7.0,albon,93.088
1,18.0,INTERMEDIATE,16.0,7.0,albon,92.981
1,19.0,INTERMEDIATE,17.0,7.0,albon,93.051
1,20.0,INTERMEDIATE,18.0,7.0,albon,92.356
1,21.0,INTERMEDIATE,19.0,7.0,albon,92.036
1,22.0,INTERMEDIATE,20.0,7.0,albon,92.053
1,23.0,INTERMEDIATE,21.0,7.0,albon,91.75
1,24.0,INTERMEDIATE,22.0,7.0,albon,91.868
1,25.0,INTERMEDIATE,23.0,7.0,albon,91.014
1,26.0,INTERMEDIATE,24.0,7.0,albon,91.309
1,27.0,INTERMEDIATE,25.0,7.0,albon,90.452
1,28.0,INTERMEDIATE,26.0,7.0,albon,90.332
1,29.0,INTERMEDIATE,27.0,7.0,albon,90.023
1,30.0,INTERMEDIATE,28.0,7.0,albon,89.628
1,31.0,INTERMEDIATE,29.0,7.0,albon,90.053
1,32.0,INTERMEDIATE,30.0,7.0,albon,90.186
1,33.0,INTERMEDIATE,31.0,7.0,albon,110.179
1,34.0,MEDIUM,1.0,7.0,albon,147.472
1,35.0,MEDIUM,2.0,7.0,albon,102.979
1,36.0,MEDIUM,3.0,7.0,albon,102.745
1,37.0,MEDIUM,4.0,7.0,albon,127.286
1,38.0,MEDIUM,5.0,7.0,albon,139.137
1,39.0,MEDIUM,6.0,7.0,albon,132.043
1,40.0,MEDIUM,7.0,7.0,albon,131.839
1,41.0,MEDIUM,8.0,7.0,albon,127.143
1,42.0,MEDIUM,9.0,7.0,albon,87.127
1,43.0,MEDIUM,10.0,7.0,albon,84.597
1,44.0,MEDIUM,11.0,9.0,albon,105.335
1,45.0,INTERMEDIATE,1.0,9.0,albon,96.573
1,46.0,INTERMEDIATE,2.0,7.0,albon,92.795
1,47.0,INTERMEDIATE,3.0,4.0,albon,125.49
1,48.0,INTERMEDIATE,4.0,4.0,albon,119.008
1,49.0,INTERMEDIATE,5.0,4.0,albon,144.662
1,50.0,INTERMEDIATE,6.0,4.0,albon,141.482
1,51.0,INTERMEDIATE,7.0,4.0,albon,133.177
1,52.0,INTERMEDIATE,8.0,4.0,albon,94.996
1,53.0,INTERMEDIATE,9.0,4.0,albon,91.917
1,54.0,INTERMEDIATE,10.0,4.0,albon,90.587
1,55.0,INTERMEDIATE,11.0,4.0,albon,90.301
1,56.0,INTERMEDIATE,12.0,5.0,albon,90.298
1,57.0,INTERMEDIATE,13.0,5.0,albon,89.944
1,1.0,INTERMEDIATE,1.0,12.0,hulkenberg,141.221
1,2.0,INTERMEDIATE,2.0,12.0,hulkenberg,
1,3.0,INTERMEDIATE,3.0,12.0,hulkenberg,
1,4.0,INTERMEDIATE,4.0,12.0,hulkenberg,
1,5.0,INTERMEDIATE,5.0,12.0,hulkenberg,139.058
1,6.0,INTERMEDIATE,6.0,12.0,hulkenberg,141.111
1,7.0,INTERMEDIATE,7.0,12.0,hulkenberg,124.116
1,8.0,INTERMEDIATE,8.0,12.0,hulkenberg,98.959
