round,lap_number,compound,tyre_life,position_at_lap,driver_id,lap_time_seconds
12,9.0,INTERMEDIATE,9.0,10.0,tsunoda,109.0
12,10.0,INTERMEDIATE,10.0,11.0,tsunoda,110.083
12,11.0,INTERMEDIATE,11.0,9.0,tsunoda,111.245
12,12.0,INTERMEDIATE,1.0,13.0,tsunoda,128.361
12,13.0,INTERMEDIATE,2.0,13.0,tsunoda,119.762
12,14.0,INTERMEDIATE,3.0,13.0,tsunoda,133.549
12,15.0,INTERMEDIATE,4.0,13.0,tsunoda,144.454
12,16.0,INTERMEDIATE,5.0,13.0,tsunoda,
12,17.0,INTERMEDIATE,6.0,13.0,tsunoda,
12,18.0,INTERMEDIATE,7.0,14.0,tsunoda,132.762
12,19.0,INTERMEDIATE,8.0,13.0,tsunoda,
12,20.0,INTERMEDIATE,9.0,14.0,tsunoda,
12,21.0,INTERMEDIATE,10.0,13.0,tsunoda,
12,22.0,INTERMEDIATE,11.0,14.0,tsunoda,114.618
12,23.0,INTERMEDIATE,12.0,14.0,tsunoda,107.784
12,24.0,INTERMEDIATE,13.0,14.0,tsunoda,105.467
12,25.0,INTERMEDIATE,14.0,14.0,tsunoda,104.662
12,26.0,INTERMEDIATE,15.0,15.0,tsunoda,106.003
12,27.0,INTERMEDIATE,16.0,15.0,tsunoda,104.288
12,28.0,INTERMEDIATE,17.0,15.0,tsunoda,105.522
12,29.0,INTERMEDIATE,18.0,15.0,tsunoda,104.551
12,30.0,INTERMEDIATE,19.0,15.0,tsunoda,104.388
12,31.0,INTERMEDIATE,20.0,15.0,tsunoda,104.794
12,32.0,INTERMEDIATE,21.0,15.0,tsunoda,104.939
12,33.0,INTERMEDIATE,22.0,15.0,tsunoda,105.663
12,34.0,INTERMEDIATE,23.0,15.0,tsunoda,105.52
12,35.0,INTERMEDIATE,24.0,15.0,tsunoda,105.239
12,36.0,INTERMEDIATE,25.0,15.0,tsunoda,104.526
12,37.0,INTERMEDIATE,26.0,15.0,tsunoda,104.616
12,38.0,INTERMEDIATE,27.0,14.0,tsunoda,104.811
12,39.0,INTERMEDIATE,28.0,13.0,tsunoda,104.802
12,40.0,INTERMEDIATE,29.0,13.0,tsunoda,104.432
12,41.0,INTERMEDIATE,30.0,13.0,tsunoda,103.258
12,42.0,MEDIUM,1.0,15.0,tsunoda,144.066
12,43.0,MEDIUM,2.0,15.0,tsunoda,101.64
12,44.0,MEDIUM,3.0,15.0,tsunoda,98.597
12,45.0,MEDIUM,4.0,15.0,tsunoda,95.637
12,46.0,MEDIUM,5.0,15.0,tsunoda,94.49
12,47.0,MEDIUM,6.0,15.0,tsunoda,92.976
12,48.0,MEDIUM,7.0,15.0,tsunoda,91.665
12,49.0,MEDIUM,8.0,15.0,tsunoda,90.873
12,50.0,MEDIUM,9.0,15.0,tsunoda,91.649
12,51.0,MEDIUM,10.0,15.0,tsunoda,91.565
12,1.0,INTERMEDIATE,1.0,9.0,albon,112.18
12,2.0,INTERMEDIATE,2.0,9.0,albon,138.765
12,3.0,INTERMEDIATE,3.0,8.0,albon,136.656
12,4.0,INTERMEDIATE,4.0,8.0,albon,105.774
12,5.0,INTERMEDIATE,5.0,8.0,albon,110.861
12,6.0,INTERMEDIATE,6.0,9.0,albon,136.208
12,7.0,INTERMEDIATE,7.0,8.0,albon,121.594
12,8.0,INTERMEDIATE,8.0,8.0,albon,106.496
12,9.0,INTERMEDIATE,9.0,9.0,albon,108.888
12,10.0,INTERMEDIATE,10.0,9.0,albon,109.218
12,11.0,INTERMEDIATE,11.0,8.0,albon,111.991
12,12.0,INTERMEDIATE,12.0,3.0,albon,109.68
12,13.0,INTERMEDIATE,1.0,12.0,albon,138.76
12,14.0,INTERMEDIATE,2.0,12.0,albon,133.691
12,15.0,INTERMEDIATE,3.0,12.0,albon,144.808
12,16.0,INTERMEDIATE,4.0,12.0,albon,
12,17.0,INTERMEDIATE,5.0,12.0,albon,
12,18.0,INTERMEDIATE,6.0,12.0,albon,128.671
12,19.0,INTERMEDIATE,7.0,11.0,albon,
12,20.0,INTERMEDIATE,8.0,12.0,albon,
12,21.0,INTERMEDIATE,9.0,11.0,albon,
12,22.0,INTERMEDIATE,10.0,11.0,albon,111.437
12,23.0,INTERMEDIATE,11.0,11.0,albon,106.294
12,24.0,INTERMEDIATE,12.0,11.0,albon,104.946
12,25.0,INTERMEDIATE,13.0,11.0,albon,104.01
12,26.0,INTERMEDIATE,14.0,11.0,albon,104.357
12,27.0,INTERMEDIATE,15.0,11.0,albon,104.082
12,28.0,INTERMEDIATE,16.0,11.0,albon,104.367
12,29.0,INTERMEDIATE,17.0,11.0,albon,104.591
12,30.0,INTERMEDIATE,18.0,11.0,albon,104.618
12,31.0,INTERMEDIATE,19.0,11.0,albon,104.761
12,32.0,INTERMEDIATE,20.0,11.0,albon,105.126
12,33.0,INTERMEDIATE,21.0,11.0,albon,104.063
12,34.0,INTERMEDIATE,22.0,11.0,albon,104.29
12,35.0,INTERMEDIATE,23.0,12.0,albon,105.664
12,36.0,INTERMEDIATE,24.0,12.0,albon,102.965
12,37.0,INTERMEDIATE,25.0,12.0,albon,102.684
12,38.0,INTERMEDIATE,26.0,11.0,albon,102.667
12,39.0,INTERMEDIATE,27.0,10.0,albon,102.701
12,40.0,INTERMEDIATE,28.0,10.0,albon,102.225
12,41.0,INTERMEDIATE,29.0,11.0,albon,101.5
12,42.0,INTERMEDIATE,30.0,5.0,albon,99.22
12,43.0,MEDIUM,1.0,8.0,albon,124.165
12,44.0,MEDIUM,2.0,9.0,albon,95.273
12,45.0,MEDIUM,3.0,9.0,albon,94.663
12,46.0,MEDIUM,4.0,9.0,albon,92.681
12,47.0,MEDIUM,5.0,9.0,albon,91.309
12,48.0,MEDIUM,6.0,9.0,albon,90.327
12,49.0,MEDIUM,7.0,9.0,albon,90.148
12,50.0,MEDIUM,8.0,9.0,albon,90.047
12,51.0,MEDIUM,9.0,9.0,albon,90.12
12,52.0,MEDIUM,10.0,8.0,albon,90.452
12,1.0,INTERMEDIATE,1.0,11.0,hulkenberg,113.433
12,2.0,INTERMEDIATE,2.0,11.0,hulkenberg,139.63
12,3.0,INTERMEDIATE,3.0,10.0,hulkenberg,135.863
12,4.0,INTERMEDIATE,4.0,10.0,hulkenberg,106.563
12,5.0,INTERMEDIATE,5.0,10.0,hulkenberg,111.575
12,6.0,INTERMEDIATE,6.0,11.0,hulkenberg,136.14
12,7.0,INTERMEDIATE,7.0,10.0,hulkenberg,121.737
12,8.0,INTERMEDIATE,8.0,10.0,hulkenberg,106.517
12,9.0,INTERMEDIATE,9.0,8.0,hulkenberg,105.879
12,10.0,INTERMEDIATE,1.0,16.0,hulkenberg,124.672
12,11.0,INTERMEDIATE,2.0,12.0,hulkenberg,105.789
12,12.0,INTERMEDIATE,3.0,6.0,hulkenberg,107.347
12,13.0,INTERMEDIATE,4.0,5.0,hulkenberg,113.815
12,14.0,INTERMEDIATE,5.0,5.0,hulkenberg,138.607
12,15.0,INTERMEDIATE,6.0,5.0,hulkenberg,
12,16.0,INTERMEDIATE,7.0,5.0,hulkenberg,
12,17.0,INTERMEDIATE,8.0,5.0,hulkenberg,
12,18.0,INTERMEDIATE,9.0,5.0,hulkenberg,124.183
12,19.0,INTERMEDIATE,10.0,5.0,hulkenberg,
12,20.0,INTERMEDIATE,11.0,5.0,hulkenberg,
12,21.0,INTERMEDIATE,12.0,4.0,hulkenberg,
12,22.0,INTERMEDIATE,13.0,4.0,hulkenberg,109.15
12,23.0,INTERMEDIATE,14.0,4.0,hulkenberg,105.226
12,24.0,INTERMEDIATE,15.0,4.0,hulkenberg,103.475
12,25.0,INTERMEDIATE,16.0,4.0,hulkenberg,103.716
12,26.0,INTERMEDIATE,17.0,4.0,hulkenberg,103.905
12,27.0,INTERMEDIATE,18.0,4.0,hulkenberg,103.748
12,28.0,INTERMEDIATE,19.0,4.0,hulkenberg,103.414
12,29.0,INTERMEDIATE,20.0,4.0,hulkenberg,103.643
12,30.0,INTERMEDIATE,21.0,4.0,hulkenberg,103.379
12,31.0,INTERMEDIATE,22.0,4.0,hulkenberg,103.832
12,32.0,INTERMEDIATE,23.0,4.0,hulkenberg,103.946
12,33.0,INTERMEDIATE,24.0,4.0,hulkenberg,103.882
12,34.0,INTERMEDIATE,25.0,3.0,hulkenberg,103.089
12,35.0,INTERMEDIATE,26.0,3.0,hulkenberg,101.463
12,36.0,INTERMEDIATE,27.0,3.0,hulkenberg,101.519
12,37.0,INTERMEDIATE,28.0,3.0,hulkenberg,101.009
12,38.0,INTERMEDIATE,29.0,3.0,hulkenberg,101.023
12,39.0,INTERMEDIATE,30.0,3.0,hulkenberg,100.101
12,40.0,INTERMEDIATE,31.0,3.0,hulkenberg,100.096
12,41.0,INTERMEDIATE,32.0,3.0,hulkenberg,100.716
12,42.0,INTERMEDIATE,33.0,3.0,hulkenberg,98.912
12,43.0,MEDIUM,1.0,3.0,hulkenberg,121.259
12,44.0,MEDIUM,2.0,3.0,hulkenberg,95.665
12,45.0,MEDIUM,3.0,3.0,hulkenberg,93.473
12,46.0,MEDIUM,4.0,3.0,hulkenberg,92.695
12,47.0,MEDIUM,5.0,3.0,hulkenberg,91.93
12,48.0,MEDIUM,6.0,3.0,hulkenberg,91.468
12,49.0,MEDIUM,7.0,3.0,hulkenberg,91.081
12,50.0,MEDIUM,8.0,3.0,hulkenberg,90.983
12,51.0,MEDIUM,9.0,3.0,hulkenberg,90.933
12,52.0,MEDIUM,10.0,3.0,hulkenberg,91.705
12,1.0,INTERMEDIATE,1.0,,lawson,
12,1.0,INTERMEDIATE,1.0,13.0,ocon,114.646
12,2.0,INTERMEDIATE,2.0,13.0,ocon,140.933
12,3.0,INTERMEDIATE,3.0,12.0,ocon,135.573
12,4.0,INTERMEDIATE,4.0,12.0,ocon,106.266
12,5.0,INTERMEDIATE,5.0,12.0,ocon,112.165
12,6.0,INTERMEDIATE,6.0,12.0,ocon,135.737
12,7.0,INTERMEDIATE,7.0,11.0,ocon,121.435
12,8.0,INTERMEDIATE,8.0,11.0,ocon,107.293
12,9.0,INTERMEDIATE,9.0,12.0,ocon,109.361
12,10.0,INTERMEDIATE,10.0,12.0,ocon,109.77
12,11.0,INTERMEDIATE,11.0,10.0,ocon,111.866
12,12.0,INTERMEDIATE,12.0,7.0,ocon,110.786
12,13.0,INTERMEDIATE,13.0,7.0,ocon,120.169
12,14.0,INTERMEDIATE,14.0,7.0,ocon,136.497
12,15.0,INTERMEDIATE,15.0,7.0,ocon,147.377
12,16.0,INTERMEDIATE,16.0,7.0,ocon,
12,17.0,INTERMEDIATE,17.0,7.0,ocon,
12,18.0,INTERMEDIATE,18.0,6.0,ocon,123.452
12,19.0,INTERMEDIATE,1.0,16.0,ocon,
12,20.0,INTERMEDIATE,2.0,16.0,ocon,
12,21.0,INTERMEDIATE,3.0,15.0,ocon,
12,22.0,INTERMEDIATE,4.0,13.0,ocon,112.94
12,23.0,INTERMEDIATE,5.0,13.0,ocon,105.993
12,24.0,INTERMEDIATE,6.0,13.0,ocon,104.602
12,25.0,INTERMEDIATE,7.0,13.0,ocon,104.235
12,26.0,INTERMEDIATE,8.0,13.0,ocon,104.236
12,27.0,INTERMEDIATE,9.0,13.0,ocon,103.925
12,28.0,INTERMEDIATE,10.0,13.0,ocon,104.874
12,29.0,INTERMEDIATE,11.0,13.0,ocon,105.498
12,30.0,INTERMEDIATE,12.0,14.0,ocon,106.803
12,31.0,INTERMEDIATE,13.0,14.0,ocon,104.509
12,32.0,INTERMEDIATE,14.0,14.0,ocon,103.911
12,33.0,INTERMEDIATE,15.0,14.0,ocon,103.97
12,34.0,INTERMEDIATE,16.0,14.0,ocon,104.039
12,35.0,INTERMEDIATE,17.0,14.0,ocon,103.436
12,36.0,INTERMEDIATE,18.0,14.0,ocon,102.888
12,37.0,INTERMEDIATE,19.0,14.0,ocon,102.966
12,38.0,INTERMEDIATE,20.0,13.0,ocon,102.672
12,39.0,INTERMEDIATE,21.0,12.0,ocon,102.059
12,40.0,INTERMEDIATE,22.0,12.0,ocon,101.975
12,41.0,INTERMEDIATE,23.0,12.0,ocon,102.031
12,42.0,INTERMEDIATE,24.0,7.0,ocon,99.944
12,43.0,MEDIUM,1.0,13.0,ocon,132.286
12,44.0,MEDIUM,2.0,13.0,ocon,96.001
12,45.0,MEDIUM,3.0,13.0,ocon,92.673
12,46.0,MEDIUM,4.0,13.0,ocon,92.56
12,47.0,MEDIUM,5.0,13.0,ocon,91.422
12,48.0,MEDIUM,6.0,13.0,ocon,90.823
12,49.0,MEDIUM,7.0,13.0,ocon,90.948
12,50.0,MEDIUM,8.0,13.0,ocon,91.216
12,51.0,MEDIUM,9.0,13.0,ocon,91.029
12,52.0,MEDIUM,10.0,13.0,ocon,90.818
12,1.0,INTERMEDIATE,1.0,3.0,norris,108.196
12,2.0,INTERMEDIATE,2.0,3.0,norris,136.245
12,3.0,INTERMEDIATE,3.0,3.0,norris,137.443
12,4.0,INTERMEDIATE,4.0,3.0,norris,105.751
12,5.0,INTERMEDIATE,5.0,3.0,norris,105.033
12,6.0,INTERMEDIATE,6.0,3.0,norris,139.233
12,7.0,INTERMEDIATE,7.0,3.0,norris,123.224
12,8.0,INTERMEDIATE,8.0,3.0,norris,104.869
12,9.0,INTERMEDIATE,9.0,3.0,norris,105.595
12,10.0,INTERMEDIATE,10.0,3.0,norris,105.857
12,11.0,INTERMEDIATE,11.0,2.0,norris,107.735
12,12.0,INTERMEDIATE,1.0,4.0,norris,130.451
12,13.0,INTERMEDIATE,2.0,3.0,norris,109.605
12,14.0,INTERMEDIATE,3.0,3.0,norris,138.86
12,15.0,INTERMEDIATE,4.0,3.0,norris,
12,16.0,INTERMEDIATE,5.0,3.0,norris,
12,17.0,INTERMEDIATE,6.0,3.0,norris,
12,18.0,INTERMEDIATE,7.0,3.0,norris,119.824
12,19.0,INTERMEDIATE,8.0,3.0,norris,
12,20.0,INTERMEDIATE,9.0,3.0,norris,
12,21.0,INTERMEDIATE,10.0,2.0,norris,
12,22.0,INTERMEDIATE,11.0,2.0,norris,105.339
12,23.0,INTERMEDIATE,12.0,2.0,norris,102.383
12,24.0,INTERMEDIATE,13.0,2.0,norris,101.834
12,25.0,INTERMEDIATE,14.0,2.0,norris,102.017
12,26.0,INTERMEDIATE,15.0,2.0,norris,102.004
12,27.0,INTERMEDIATE,16.0,2.0,norris,102.096
12,28.0,INTERMEDIATE,17.0,2.0,norris,102.362
12,29.0,INTERMEDIATE,18.0,2.0,norris,102.634
12,30.0,INTERMEDIATE,19.0,2.0,norris,102.403
12,31.0,INTERMEDIATE,20.0,2.0,norris,102.087
12,32.0,INTERMEDIATE,21.0,2.0,norris,101.925
12,33.0,INTERMEDIATE,22.0,2.0,norris,101.411
12,34.0,INTERMEDIATE,23.0,2.0,norris,101.136
12,35.0,INTERMEDIATE,24.0,2.0,norris,101.103
12,36.0,INTERMEDIATE,25.0,2.0,norris,100.71
12,37.0,INTERMEDIATE,26.0,2.0,norris,100.803
12,38.0,INTERMEDIATE,27.0,2.0,norris,99.668
12,39.0,INTERMEDIATE,28.0,2.0,norris,99.55
12,40.0,INTERMEDIATE,29.0,2.0,norris,99.286
12,41.0,INTERMEDIATE,30.0,2.0,norris,99.297
12,42.0,INTERMEDIATE,31.0,2.0,norris,98.778
12,43.0,INTERMEDIATE,32.0,2.0,norris,99.005
12,44.0,INTERMEDIATE,33.0,1.0,norris,98.903
12,45.0,MEDIUM,1.0,1.0,norris,117.948
12,46.0,MEDIUM,2.0,1.0,norris,91.777
12,47.0,MEDIUM,3.0,1.0,norris,90.035
12,48.0,MEDIUM,4.0,1.0,norris,89.734
12,49.0,MEDIUM,5.0,1.0,norris,90.235
12,50.0,MEDIUM,6.0,1.0,norris,89.921
12,51.0,MEDIUM,7.0,1.0,norris,90.269
12,52.0,MEDIUM,8.0,1.0,norris,90.69
12,1.0,HARD,1.0,,colapinto,
12,1.0,INTERMEDIATE,1.0,4.0,hamilton,108.827
12,2.0,INTERMEDIATE,2.0,5.0,hamilton,137.611
12,3.0,INTERMEDIATE,3.0,4.0,hamilton,136.362
12,4.0,INTERMEDIATE,4.0,4.0,hamilton,106.333
12,5.0,INTERMEDIATE,5.0,4.0,hamilton,107.677
12,6.0,INTERMEDIATE,6.0,4.0,hamilton,136.745
12,7.0,INTERMEDIATE,7.0,4.0,hamilton,124.009
12,8.0,INTERMEDIATE,8.0,4.0,hamilton,106.102
12,9.0,INTERMEDIATE,9.0,4.0,hamilton,108.049
12,10.0,INTERMEDIATE,10.0,4.0,hamilton,108.242
12,11.0,INTERMEDIATE,11.0,4.0,hamilton,109.484
12,12.0,INTERMEDIATE,1.0,8.0,hamilton,127.044
12,13.0,INTERMEDIATE,2.0,8.0,hamilton,120.754
12,14.0,INTERMEDIATE,3.0,8.0,hamilton,136.623
12,15.0,INTERMEDIATE,4.0,8.0,hamilton,146.802
12,16.0,INTERMEDIATE,5.0,8.0,hamilton,
12,17.0,INTERMEDIATE,6.0,8.0,hamilton,
12,18.0,INTERMEDIATE,7.0,8.0,hamilton,124.321
12,19.0,INTERMEDIATE,8.0,7.0,hamilton,
12,20.0,INTERMEDIATE,9.0,8.0,hamilton,
12,21.0,INTERMEDIATE,10.0,6.0,hamilton,
12,22.0,INTERMEDIATE,11.0,6.0,hamilton,110.026
12,23.0,INTERMEDIATE,12.0,6.0,hamilton,105.518
12,24.0,INTERMEDIATE,13.0,7.0,hamilton,105.853
12,25.0,INTERMEDIATE,14.0,7.0,hamilton,103.72
12,26.0,INTERMEDIATE,15.0,6.0,hamilton,103.735
12,27.0,INTERMEDIATE,16.0,6.0,hamilton,102.922
12,28.0,INTERMEDIATE,17.0,6.0,hamilton,103.668
12,29.0,INTERMEDIATE,18.0,5.0,hamilton,103.851
12,30.0,INTERMEDIATE,19.0,5.0,hamilton,103.57
12,31.0,INTERMEDIATE,20.0,5.0,hamilton,103.59
12,32.0,INTERMEDIATE,21.0,5.0,hamilton,103.029
12,33.0,INTERMEDIATE,22.0,5.0,hamilton,102.567
12,34.0,INTERMEDIATE,23.0,5.0,hamilton,103.044
12,35.0,INTERMEDIATE,24.0,4.0,hamilton,101.444
12,36.0,INTERMEDIATE,25.0,4.0,hamilton,101.354
12,37.0,INTERMEDIATE,26.0,4.0,hamilton,100.507
12,38.0,INTERMEDIATE,27.0,4.0,hamilton,101.149
12,39.0,INTERMEDIATE,28.0,4.0,hamilton,100.836
12,40.0,INTERMEDIATE,29.0,4.0,hamilton,100.697
12,41.0,INTERMEDIATE,30.0,4.0,hamilton,99.553
12,42.0,SOFT,4.0,6.0,hamilton,129.772
12,43.0,SOFT,5.0,4.0,hamilton,96.929
12,44.0,SOFT,6.0,4.0,hamilton,94.874
12,45.0,SOFT,7.0,4.0,hamilton,93.938
12,46.0,SOFT,8.0,4.0,hamilton,91.328
12,47.0,SOFT,9.0,4.0,hamilton,93.108
12,48.0,SOFT,10.0,4.0,hamilton,90.785
12,49.0,SOFT,11.0,4.0,hamilton,90.016
12,50.0,SOFT,12.0,4.0,hamilton,90.775
12,51.0,SOFT,13.0,4.0,hamilton,90.664
12,52.0,SOFT,14.0,4.0,hamilton,91.662
12,1.0,MEDIUM,1.0,17.0,bortoleto,135.202
12,2.0,MEDIUM,2.0,17.0,bortoleto,137.78
12,3.0,MEDIUM,3.0,17.0,bortoleto,136.121
12,4.0,MEDIUM,4.0,,bortoleto,
12,1.0,INTERMEDIATE,1.0,7.0,sainz,111.254
12,2.0,INTERMEDIATE,2.0,8.0,sainz,138.077
12,3.0,INTERMEDIATE,3.0,7.0,sainz,137.24
12,4.0,INTERMEDIATE,4.0,7.0,sainz,106.016
12,5.0,INTERMEDIATE,5.0,7.0,sainz,110.644
12,6.0,INTERMEDIATE,6.0,7.0,sainz,135.577
12,7.0,INTERMEDIATE,7.0,7.0,sainz,122.205
12,8.0,INTERMEDIATE,8.0,7.0,sainz,106.227
12,9.0,INTERMEDIATE,9.0,7.0,sainz,107.819
12,10.0,INTERMEDIATE,10.0,8.0,sainz,108.531
12,11.0,INTERMEDIATE,11.0,7.0,sainz,109.688
12,12.0,INTERMEDIATE,1.0,12.0,sainz,128.134
12,13.0,INTERMEDIATE,2.0,11.0,sainz,123.101
12,14.0,INTERMEDIATE,3.0,11.0,sainz,135.643
12,15.0,INTERMEDIATE,4.0,11.0,sainz,144.702
12,16.0,INTERMEDIATE,5.0,11.0,sainz,
12,17.0,INTERMEDIATE,6.0,11.0,sainz,
12,18.0,INTERMEDIATE,7.0,11.0,sainz,128.665
12,19.0,INTERMEDIATE,8.0,10.0,sainz,
12,20.0,INTERMEDIATE,9.0,11.0,sainz,
12,21.0,INTERMEDIATE,10.0,9.0,sainz,
12,22.0,INTERMEDIATE,11.0,9.0,sainz,110.697
12,23.0,INTERMEDIATE,12.0,9.0,sainz,105.893
12,24.0,INTERMEDIATE,13.0,9.0,sainz,104.859
12,25.0,INTERMEDIATE,14.0,9.0,sainz,104.229
12,26.0,INTERMEDIATE,15.0,9.0,sainz,104.287
12,27.0,INTERMEDIATE,16.0,9.0,sainz,103.772
12,28.0,INTERMEDIATE,17.0,9.0,sainz,104.265
12,29.0,INTERMEDIATE,18.0,9.0,sainz,104.379
12,30.0,INTERMEDIATE,19.0,9.0,sainz,104.712
12,31.0,INTERMEDIATE,20.0,9.0,sainz,104.747
12,32.0,INTERMEDIATE,21.0,9.0,sainz,105.107
12,33.0,INTERMEDIATE,22.0,9.0,sainz,104.414
12,34.0,INTERMEDIATE,23.0,10.0,sainz,105.146
12,35.0,INTERMEDIATE,24.0,10.0,sainz,104.475
12,36.0,INTERMEDIATE,25.0,10.0,sainz,103.152
12,37.0,INTERMEDIATE,26.0,10.0,sainz,103.057
12,38.0,INTERMEDIATE,27.0,9.0,sainz,102.692
12,39.0,INTERMEDIATE,28.0,9.0,sainz,103.891
12,40.0,INTERMEDIATE,29.0,9.0,sainz,102.143
12,41.0,INTERMEDIATE,30.0,9.0,sainz,100.264
12,42.0,MEDIUM,1.0,11.0,sainz,124.071
12,43.0,MEDIUM,2.0,12.0,sainz,107.371
12,44.0,MEDIUM,3.0,12.0,sainz,96.504
12,45.0,MEDIUM,4.0,12.0,sainz,93.517
12,46.0,MEDIUM,5.0,12.0,sainz,94.08
12,47.0,MEDIUM,6.0,12.0,sainz,91.822
12,48.0,MEDIUM,7.0,12.0,sainz,91.07
12,49.0,MEDIUM,8.0,12.0,sainz,90.952
12,50.0,MEDIUM,9.0,12.0,sainz,91.965
12,51.0,MEDIUM,10.0,12.0,sainz,91.017
12,52.0,MEDIUM,11.0,12.0,sainz,90.645
12,1.0,MEDIUM,1.0,16.0,hadjar,133.171
12,2.0,MEDIUM,2.0,16.0,hadjar,138.715
12,3.0,MEDIUM,3.0,16.0,hadjar,135.981
12,4.0,MEDIUM,4.0,16.0,hadjar,113.542
12,5.0,MEDIUM,5.0,16.0,hadjar,119.848
12,6.0,MEDIUM,6.0,16.0,hadjar,137.761
12,7.0,MEDIUM,7.0,16.0,hadjar,111.751
12,8.0,MEDIUM,8.0,16.0,hadjar,103.759
12,9.0,MEDIUM,9.0,16.0,hadjar,101.705
12,10.0,MEDIUM,10.0,14.0,hadjar,102.691
12,11.0,INTERMEDIATE,1.0,16.0,hadjar,129.977
12,12.0,INTERMEDIATE,2.0,16.0,hadjar,108.339
12,13.0,INTERMEDIATE,3.0,16.0,hadjar,117.216
12,14.0,INTERMEDIATE,4.0,16.0,hadjar,136.377
12,15.0,INTERMEDIATE,5.0,16.0,hadjar,139.641
12,16.0,INTERMEDIATE,6.0,16.0,hadjar,
12,17.0,INTERMEDIATE,7.0,16.0,hadjar,
12,18.0,INTERMEDIATE,8.0,,hadjar,
12,1.0,HARD,1.0,14.0,russell,130.567
12,2.0,HARD,2.0,14.0,russell,136.938
12,3.0,HARD,3.0,14.0,russell,136.427
12,4.0,HARD,4.0,14.0,russell,111.418
12,5.0,HARD,5.0,13.0,russell,115.425
12,6.0,HARD,6.0,13.0,russell,137.488
12,7.0,HARD,7.0,13.0,russell,113.675
12,8.0,HARD,8.0,13.0,russell,101.287
12,9.0,HARD,9.0,13.0,russell,101.503
12,10.0,HARD,10.0,10.0,russell,102.417
12,11.0,INTERMEDIATE,1.0,13.0,russell,124.881
12,12.0,INTERMEDIATE,2.0,11.0,russell,107.571
12,13.0,INTERMEDIATE,3.0,9.0,russell,119.779
12,14.0,INTERMEDIATE,4.0,9.0,russell,137.864
12,15.0,INTERMEDIATE,5.0,9.0,russell,144.561
12,16.0,INTERMEDIATE,6.0,9.0,russell,
12,17.0,INTERMEDIATE,7.0,9.0,russell,
12,18.0,INTERMEDIATE,8.0,9.0,russell,125.399
12,19.0,INTERMEDIATE,9.0,8.0,russell,
12,20.0,INTERMEDIATE,10.0,9.0,russell,
12,21.0,INTERMEDIATE,11.0,7.0,russell,
12,22.0,INTERMEDIATE,12.0,7.0,russell,110.251
12,23.0,INTERMEDIATE,13.0,7.0,russell,105.37
12,24.0,INTERMEDIATE,14.0,6.0,russell,104.023
12,25.0,INTERMEDIATE,15.0,6.0,russell,104.303
12,26.0,INTERMEDIATE,16.0,7.0,russell,104.89
12,27.0,INTERMEDIATE,17.0,7.0,russell,103.854
12,28.0,INTERMEDIATE,18.0,7.0,russell,103.669
12,29.0,INTERMEDIATE,19.0,7.0,russell,103.869
12,30.0,INTERMEDIATE,20.0,7.0,russell,104.714
12,31.0,INTERMEDIATE,21.0,7.0,russell,104.706
12,32.0,INTERMEDIATE,22.0,7.0,russell,104.186
12,33.0,INTERMEDIATE,23.0,7.0,russell,104.928
12,34.0,INTERMEDIATE,24.0,7.0,russell,104.359
12,35.0,INTERMEDIATE,25.0,7.0,russell,102.795
12,36.0,INTERMEDIATE,26.0,7.0,russell,102.502
12,37.0,INTERMEDIATE,27.0,8.0,russell,101.85
12,38.0,INTERMEDIATE,28.0,6.0,russell,101.178
12,39.0,HARD,1.0,14.0,russell,137.522
12,40.0,HARD,2.0,14.0,russell,105.74
12,41.0,HARD,3.0,14.0,russell,101.089
12,42.0,HARD,4.0,13.0,russell,100.654
12,43.0,HARD,5.0,10.0,russell,98.569
12,44.0,HARD,6.0,10.0,russell,95.71
12,45.0,HARD,7.0,10.0,russell,93.795
12,46.0,HARD,8.0,10.0,russell,92.141
12,47.0,HARD,9.0,10.0,russell,91.926
12,48.0,HARD,10.0,10.0,russell,91.239
12,49.0,HARD,11.0,10.0,russell,91.315
12,50.0,HARD,12.0,10.0,russell,90.956
12,51.0,HARD,13.0,10.0,russell,90.869
12,52.0,HARD,14.0,10.0,russell,91.9
12,1.0,INTERMEDIATE,1.0,2.0,piastri,106.554
12,2.0,INTERMEDIATE,2.0,2.0,piastri,135.131
12,3.0,INTERMEDIATE,3.0,2.0,piastri,137.795
12,4.0,INTERMEDIATE,4.0,2.0,piastri,105.828
12,5.0,INTERMEDIATE,5.0,2.0,piastri,104.455
12,6.0,INTERMEDIATE,6.0,2.0,piastri,139.626
12,7.0,INTERMEDIATE,7.0,2.0,piastri,122.77
12,8.0,INTERMEDIATE,8.0,1.0,piastri,104.171
12,9.0,INTERMEDIATE,9.0,1.0,piastri,104.393
12,10.0,INTERMEDIATE,10.0,1.0,piastri,104.89
12,11.0,INTERMEDIATE,11.0,1.0,piastri,105.937
12,12.0,INTERMEDIATE,1.0,1.0,piastri,126.15
12,13.0,INTERMEDIATE,2.0,1.0,piastri,107.585
12,14.0,INTERMEDIATE,3.0,1.0,piastri,135.81
12,15.0,INTERMEDIATE,4.0,1.0,piastri,
12,16.0,INTERMEDIATE,5.0,1.0,piastri,
12,17.0,INTERMEDIATE,6.0,1.0,piastri,
12,18.0,INTERMEDIATE,7.0,1.0,piastri,118.043
